,name,oklad,link,site
525,Senior Data Scientist,от 500 000 KZT,https://irkutsk.hh.ru/vacancy/45767231?query=data%20scien,hh.ru
526,Data Scientist,до 250 000 руб.,https://irkutsk.hh.ru/vacancy/45191074?query=data%20scien,hh.ru
527,Junior аналитик данных,,https://irkutsk.hh.ru/vacancy/45963299?query=data%20scien,hh.ru
528,BI-аналитик,от 300 000 KZT,https://irkutsk.hh.ru/vacancy/45767593?query=data%20scien,hh.ru
529,Junior Quantitative Researcher,от 100 000 руб.,https://irkutsk.hh.ru/vacancy/44942169?query=data%20scien,hh.ru
530,"Data-science Intern/Analyst, Technology Group, Performance Improvement",,https://irkutsk.hh.ru/vacancy/45726835?query=data%20scien,hh.ru
531,Data Scientist / Аналитик Data Science,,https://irkutsk.hh.ru/vacancy/45062052?query=data%20scien,hh.ru
532,Senior Data Scientist (Recommender Systems),от 250 000 руб.,https://irkutsk.hh.ru/vacancy/40374266?query=data%20scien,hh.ru
533,Lead Quantitative Researcher,200 000 – 500 000 руб.,https://irkutsk.hh.ru/vacancy/45349239?query=data%20scien,hh.ru
534,Data Scientist,,https://irkutsk.hh.ru/vacancy/45959522?query=data%20scien,hh.ru
535,Data Scientist,,https://irkutsk.hh.ru/vacancy/45287557?query=data%20scien,hh.ru
536,Аналитик Data Science,,https://irkutsk.hh.ru/vacancy/45350928?query=data%20scien,hh.ru
537,Product Data Analyst,,https://irkutsk.hh.ru/vacancy/45566108?query=data%20scien,hh.ru
538,Data Scientist,,https://irkutsk.hh.ru/vacancy/45979603?query=data%20scien,hh.ru
539,Data Scientist,,https://irkutsk.hh.ru/vacancy/45932322?query=data%20scien,hh.ru
540,Junior Data Engineer,80 000 – 120 000 руб.,https://irkutsk.hh.ru/vacancy/45827027?query=data%20scien,hh.ru
541,Специалист Computer Vision (Senior Data Scientist),180 000 – 300 000 руб.,https://irkutsk.hh.ru/vacancy/45715303?query=data%20scien,hh.ru
542,Data Scientist,100 000 – 250 000 руб.,https://irkutsk.hh.ru/vacancy/44350010?query=data%20scien,hh.ru
543,Senior data science analytics,от 150 000 руб.,https://irkutsk.hh.ru/vacancy/45378636?query=data%20scien,hh.ru
544,Data Science (Consultant/Middle/Senior),,https://irkutsk.hh.ru/vacancy/45860634?query=data%20scien,hh.ru
545,Senior Data Scientist,от 500 000 KZT,https://irkutsk.hh.ru/vacancy/45767231?query=data%20scien,hh.ru
546,Data Scientist,до 250 000 руб.,https://irkutsk.hh.ru/vacancy/45191074?query=data%20scien,hh.ru
547,Junior аналитик данных,,https://irkutsk.hh.ru/vacancy/45963299?query=data%20scien,hh.ru
548,BI-аналитик,от 300 000 KZT,https://irkutsk.hh.ru/vacancy/45767593?query=data%20scien,hh.ru
549,Junior Quantitative Researcher,от 100 000 руб.,https://irkutsk.hh.ru/vacancy/44942169?query=data%20scien,hh.ru
550,"Data-science Intern/Analyst, Technology Group, Performance Improvement",,https://irkutsk.hh.ru/vacancy/45726835?query=data%20scien,hh.ru
551,Data Scientist / Аналитик Data Science,,https://irkutsk.hh.ru/vacancy/45062052?query=data%20scien,hh.ru
552,Senior Data Scientist (Recommender Systems),от 250 000 руб.,https://irkutsk.hh.ru/vacancy/40374266?query=data%20scien,hh.ru
553,Lead Quantitative Researcher,200 000 – 500 000 руб.,https://irkutsk.hh.ru/vacancy/45349239?query=data%20scien,hh.ru
554,Data Scientist,,https://irkutsk.hh.ru/vacancy/45959522?query=data%20scien,hh.ru
555,Data Scientist,,https://irkutsk.hh.ru/vacancy/45287557?query=data%20scien,hh.ru
556,Аналитик Data Science,,https://irkutsk.hh.ru/vacancy/45350928?query=data%20scien,hh.ru
557,Product Data Analyst,,https://irkutsk.hh.ru/vacancy/45566108?query=data%20scien,hh.ru
558,Data Scientist,,https://irkutsk.hh.ru/vacancy/45979603?query=data%20scien,hh.ru
559,Data Scientist,,https://irkutsk.hh.ru/vacancy/45932322?query=data%20scien,hh.ru
560,Junior Data Engineer,80 000 – 120 000 руб.,https://irkutsk.hh.ru/vacancy/45827027?query=data%20scien,hh.ru
561,Специалист Computer Vision (Senior Data Scientist),180 000 – 300 000 руб.,https://irkutsk.hh.ru/vacancy/45715303?query=data%20scien,hh.ru
562,Data Scientist,100 000 – 250 000 руб.,https://irkutsk.hh.ru/vacancy/44350010?query=data%20scien,hh.ru
563,Senior data science analytics,от 150 000 руб.,https://irkutsk.hh.ru/vacancy/45378636?query=data%20scien,hh.ru
564,Data Science (Consultant/Middle/Senior),,https://irkutsk.hh.ru/vacancy/45860634?query=data%20scien,hh.ru
565,Senior Data Scientist,от 500 000 KZT,https://irkutsk.hh.ru/vacancy/45767231?query=data%20scien,hh.ru
566,Data Scientist,до 250 000 руб.,https://irkutsk.hh.ru/vacancy/45191074?query=data%20scien,hh.ru
567,Junior аналитик данных,,https://irkutsk.hh.ru/vacancy/45963299?query=data%20scien,hh.ru
568,BI-аналитик,от 300 000 KZT,https://irkutsk.hh.ru/vacancy/45767593?query=data%20scien,hh.ru
569,Junior Quantitative Researcher,от 100 000 руб.,https://irkutsk.hh.ru/vacancy/44942169?query=data%20scien,hh.ru
570,"Data-science Intern/Analyst, Technology Group, Performance Improvement",,https://irkutsk.hh.ru/vacancy/45726835?query=data%20scien,hh.ru
571,Data Scientist / Аналитик Data Science,,https://irkutsk.hh.ru/vacancy/45062052?query=data%20scien,hh.ru
572,Senior Data Scientist (Recommender Systems),от 250 000 руб.,https://irkutsk.hh.ru/vacancy/40374266?query=data%20scien,hh.ru
573,Lead Quantitative Researcher,200 000 – 500 000 руб.,https://irkutsk.hh.ru/vacancy/45349239?query=data%20scien,hh.ru
574,Data Scientist,,https://irkutsk.hh.ru/vacancy/45959522?query=data%20scien,hh.ru
575,Data Scientist,,https://irkutsk.hh.ru/vacancy/45287557?query=data%20scien,hh.ru
576,Аналитик Data Science,,https://irkutsk.hh.ru/vacancy/45350928?query=data%20scien,hh.ru
577,Product Data Analyst,,https://irkutsk.hh.ru/vacancy/45566108?query=data%20scien,hh.ru
578,Data Scientist,,https://irkutsk.hh.ru/vacancy/45979603?query=data%20scien,hh.ru
579,Data Scientist,,https://irkutsk.hh.ru/vacancy/45932322?query=data%20scien,hh.ru
580,Junior Data Engineer,80 000 – 120 000 руб.,https://irkutsk.hh.ru/vacancy/45827027?query=data%20scien,hh.ru
581,Специалист Computer Vision (Senior Data Scientist),180 000 – 300 000 руб.,https://irkutsk.hh.ru/vacancy/45715303?query=data%20scien,hh.ru
582,Data Scientist,100 000 – 250 000 руб.,https://irkutsk.hh.ru/vacancy/44350010?query=data%20scien,hh.ru
583,Senior data science analytics,от 150 000 руб.,https://irkutsk.hh.ru/vacancy/45378636?query=data%20scien,hh.ru
584,Data Science (Consultant/Middle/Senior),,https://irkutsk.hh.ru/vacancy/45860634?query=data%20scien,hh.ru
585,Senior Data Scientist,от 500 000 KZT,https://irkutsk.hh.ru/vacancy/45767231?query=data%20scien,hh.ru
586,Data Scientist,до 250 000 руб.,https://irkutsk.hh.ru/vacancy/45191074?query=data%20scien,hh.ru
587,Junior аналитик данных,,https://irkutsk.hh.ru/vacancy/45963299?query=data%20scien,hh.ru
588,BI-аналитик,от 300 000 KZT,https://irkutsk.hh.ru/vacancy/45767593?query=data%20scien,hh.ru
589,Junior Quantitative Researcher,от 100 000 руб.,https://irkutsk.hh.ru/vacancy/44942169?query=data%20scien,hh.ru
590,"Data-science Intern/Analyst, Technology Group, Performance Improvement",,https://irkutsk.hh.ru/vacancy/45726835?query=data%20scien,hh.ru
591,Data Scientist / Аналитик Data Science,,https://irkutsk.hh.ru/vacancy/45062052?query=data%20scien,hh.ru
592,Senior Data Scientist (Recommender Systems),от 250 000 руб.,https://irkutsk.hh.ru/vacancy/40374266?query=data%20scien,hh.ru
593,Lead Quantitative Researcher,200 000 – 500 000 руб.,https://irkutsk.hh.ru/vacancy/45349239?query=data%20scien,hh.ru
594,Data Scientist,,https://irkutsk.hh.ru/vacancy/45959522?query=data%20scien,hh.ru
595,Data Scientist,,https://irkutsk.hh.ru/vacancy/45287557?query=data%20scien,hh.ru
596,Аналитик Data Science,,https://irkutsk.hh.ru/vacancy/45350928?query=data%20scien,hh.ru
597,Product Data Analyst,,https://irkutsk.hh.ru/vacancy/45566108?query=data%20scien,hh.ru
598,Data Scientist,,https://irkutsk.hh.ru/vacancy/45979603?query=data%20scien,hh.ru
599,Data Scientist,,https://irkutsk.hh.ru/vacancy/45932322?query=data%20scien,hh.ru
